{'loss': 0.5688, 'grad_norm': 2.4384899139404297, 'learning_rate': 1.52130898021309e-05, 'epoch': 3.18}                                                                
{'loss': 0.5195, 'grad_norm': 2.1425814628601074, 'learning_rate': 1.2001522070015222e-05, 'epoch': 4.62}                                                              
{'loss': 0.4639, 'grad_norm': 2.308903694152832, 'learning_rate': 1.1986301369863013e-05, 'epoch': 4.63}                                                               
{'loss': 0.7207, 'grad_norm': 2.215590000152588, 'learning_rate': 1.1971080669710808e-05, 'epoch': 4.64}                                                               
{'loss': 0.5199, 'grad_norm': 2.0678279399871826, 'learning_rate': 1.19558599695586e-05, 'epoch': 4.64}                                                                
{'loss': 0.4685, 'grad_norm': 2.3363168239593506, 'learning_rate': 1.1940639269406393e-05, 'epoch': 4.65}                                                              
{'loss': 0.5968, 'grad_norm': 1.9748685359954834, 'learning_rate': 1.1925418569254186e-05, 'epoch': 4.66}                                                              
{'loss': 0.6253, 'grad_norm': 1.8721034526824951, 'learning_rate': 1.191019786910198e-05, 'epoch': 4.66}                                                               
{'loss': 0.4127, 'grad_norm': 1.9453694820404053, 'learning_rate': 1.1894977168949774e-05, 'epoch': 4.67}                                                              
{'loss': 0.6031, 'grad_norm': 3.42515230178833, 'learning_rate': 1.1879756468797565e-05, 'epoch': 4.68}                                                                
{'loss': 0.5809, 'grad_norm': 2.3137388229370117, 'learning_rate': 1.1864535768645358e-05, 'epoch': 4.68}                                                              
{'loss': 0.4541, 'grad_norm': 2.4165244102478027, 'learning_rate': 1.1849315068493152e-05, 'epoch': 4.69}                                                              
{'loss': 0.4944, 'grad_norm': 2.2161953449249268, 'learning_rate': 1.1834094368340945e-05, 'epoch': 4.7}                                                               
{'loss': 0.519, 'grad_norm': 1.84786856174469, 'learning_rate': 1.1818873668188738e-05, 'epoch': 4.71}                                                                 
{'loss': 0.5035, 'grad_norm': 2.6063826084136963, 'learning_rate': 1.1803652968036529e-05, 'epoch': 4.71}                                                              
{'loss': 0.5935, 'grad_norm': 2.4948198795318604, 'learning_rate': 1.1788432267884325e-05, 'epoch': 4.72}                                                              
{'loss': 0.5694, 'grad_norm': 2.3588333129882812, 'learning_rate': 1.1773211567732116e-05, 'epoch': 4.73}                                                              
{'loss': 0.4515, 'grad_norm': 2.2822299003601074, 'learning_rate': 1.175799086757991e-05, 'epoch': 4.73}                                                               
{'loss': 0.4762, 'grad_norm': 1.8451106548309326, 'learning_rate': 1.1742770167427702e-05, 'epoch': 4.74}                                                              
{'loss': 0.568, 'grad_norm': 1.92998206615448, 'learning_rate': 1.1727549467275497e-05, 'epoch': 4.75}                                                                 
{'loss': 0.5285, 'grad_norm': 2.229491949081421, 'learning_rate': 1.171232876712329e-05, 'epoch': 4.75}                                                                
{'loss': 0.5679, 'grad_norm': 2.131662607192993, 'learning_rate': 1.169710806697108e-05, 'epoch': 4.76}                                                                
{'loss': 0.4768, 'grad_norm': 2.367583751678467, 'learning_rate': 1.1681887366818873e-05, 'epoch': 4.77}                                                               
{'loss': 0.8585, 'grad_norm': 3.063339948654175, 'learning_rate': 1.1666666666666668e-05, 'epoch': 4.77}                                                               
{'loss': 0.6339, 'grad_norm': 2.406654119491577, 'learning_rate': 1.165144596651446e-05, 'epoch': 4.78}                                                                
{'loss': 0.6, 'grad_norm': 1.9179341793060303, 'learning_rate': 1.1636225266362254e-05, 'epoch': 4.79}                                                                 
{'loss': 0.5621, 'grad_norm': 2.985236167907715, 'learning_rate': 1.1621004566210046e-05, 'epoch': 4.79}                                                               
{'loss': 0.5393, 'grad_norm': 1.8978720903396606, 'learning_rate': 1.1605783866057841e-05, 'epoch': 4.8}                                                               
{'loss': 0.579, 'grad_norm': 2.187389373779297, 'learning_rate': 1.1590563165905632e-05, 'epoch': 4.81}                                                                
{'loss': 0.5455, 'grad_norm': 2.0800442695617676, 'learning_rate': 1.1575342465753425e-05, 'epoch': 4.82}                                                              
{'loss': 0.6806, 'grad_norm': 2.5141775608062744, 'learning_rate': 1.1560121765601218e-05, 'epoch': 4.82}                                                              
{'loss': 0.4577, 'grad_norm': 2.196775436401367, 'learning_rate': 1.1544901065449012e-05, 'epoch': 4.83}                                                               
{'loss': 0.5814, 'grad_norm': 3.866121292114258, 'learning_rate': 1.1529680365296805e-05, 'epoch': 4.84}                                                               
{'loss': 0.3963, 'grad_norm': 1.6222517490386963, 'learning_rate': 1.1514459665144598e-05, 'epoch': 4.84}                                                              
{'loss': 0.5289, 'grad_norm': 2.083106517791748, 'learning_rate': 1.1499238964992389e-05, 'epoch': 4.85}                                                               
{'loss': 0.5644, 'grad_norm': 2.0392563343048096, 'learning_rate': 1.1484018264840184e-05, 'epoch': 4.86}                                                              
{'loss': 0.5411, 'grad_norm': 2.0507707595825195, 'learning_rate': 1.1468797564687977e-05, 'epoch': 4.86}                                                              
{'loss': 0.5353, 'grad_norm': 1.9641302824020386, 'learning_rate': 1.145357686453577e-05, 'epoch': 4.87}                                                               
{'loss': 0.4666, 'grad_norm': 2.052565813064575, 'learning_rate': 1.1438356164383562e-05, 'epoch': 4.88}                                                               
{'loss': 0.5081, 'grad_norm': 2.6855320930480957, 'learning_rate': 1.1423135464231357e-05, 'epoch': 4.88}                                                              
{'loss': 0.4426, 'grad_norm': 1.8587877750396729, 'learning_rate': 1.140791476407915e-05, 'epoch': 4.89}                                                               
{'loss': 0.5435, 'grad_norm': 2.3630588054656982, 'learning_rate': 1.139269406392694e-05, 'epoch': 4.9}                                                                
{'loss': 0.4035, 'grad_norm': 1.7593066692352295, 'learning_rate': 1.1377473363774734e-05, 'epoch': 4.9}                                                               
{'loss': 0.5101, 'grad_norm': 2.116518497467041, 'learning_rate': 1.1362252663622528e-05, 'epoch': 4.91}                                                               
{'loss': 0.5382, 'grad_norm': 2.1872639656066895, 'learning_rate': 1.1347031963470321e-05, 'epoch': 4.92}                                                              
{'loss': 0.412, 'grad_norm': 1.8737876415252686, 'learning_rate': 1.1331811263318114e-05, 'epoch': 4.92}                                                               
{'loss': 0.424, 'grad_norm': 4.178927898406982, 'learning_rate': 1.1316590563165905e-05, 'epoch': 4.93}                                                                
{'loss': 0.4335, 'grad_norm': 3.8177597522735596, 'learning_rate': 1.1301369863013701e-05, 'epoch': 4.94}                                                              
{'loss': 0.4412, 'grad_norm': 2.5882270336151123, 'learning_rate': 1.1286149162861492e-05, 'epoch': 4.95}                                                              
{'loss': 0.5229, 'grad_norm': 3.498296022415161, 'learning_rate': 1.1270928462709285e-05, 'epoch': 4.95}                                                               
{'loss': 0.624, 'grad_norm': 2.4685380458831787, 'learning_rate': 1.1255707762557078e-05, 'epoch': 4.96}                                                               
{'loss': 0.619, 'grad_norm': 2.8467795848846436, 'learning_rate': 1.1240487062404873e-05, 'epoch': 4.97}                                                               
{'loss': 0.5702, 'grad_norm': 2.5992674827575684, 'learning_rate': 1.1225266362252665e-05, 'epoch': 4.97}                                                              
{'loss': 0.625, 'grad_norm': 2.2302405834198, 'learning_rate': 1.1210045662100456e-05, 'epoch': 4.98}                                                                  
{'loss': 0.6779, 'grad_norm': 5.625725269317627, 'learning_rate': 1.119482496194825e-05, 'epoch': 4.99}                                                                
{'loss': 0.3792, 'grad_norm': 2.056779146194458, 'learning_rate': 1.1179604261796044e-05, 'epoch': 4.99}                                                               
{'loss': 0.6095, 'grad_norm': 1.7839634418487549, 'learning_rate': 1.1164383561643837e-05, 'epoch': 5.0}                                                               
{'eval_loss': 0.5617688298225403, 'eval_accuracy': 0.8573961050472307, 'eval_runtime': 479.5253, 'eval_samples_per_second': 2.669, 'eval_steps_per_second': 0.334, 'epoch': 5.0}
{'loss': 0.5369, 'grad_norm': 2.0389609336853027, 'learning_rate': 1.114916286149163e-05, 'epoch': 5.01}                                                               
{'loss': 0.5379, 'grad_norm': 2.145155191421509, 'learning_rate': 1.1133942161339422e-05, 'epoch': 5.01}
{'loss': 0.6076, 'grad_norm': 1.6389975547790527, 'learning_rate': 1.1118721461187217e-05, 'epoch': 5.02}                                                              
{'loss': 0.6093, 'grad_norm': 2.6207361221313477, 'learning_rate': 1.1103500761035008e-05, 'epoch': 5.03}                                                              
{'loss': 0.4925, 'grad_norm': 2.130432605743408, 'learning_rate': 1.1088280060882801e-05, 'epoch': 5.03}                                                               
{'loss': 0.6621, 'grad_norm': 3.0753395557403564, 'learning_rate': 1.1073059360730594e-05, 'epoch': 5.04}                                                              
{'loss': 0.4748, 'grad_norm': 2.3527393341064453, 'learning_rate': 1.1057838660578388e-05, 'epoch': 5.05}                                                              
{'loss': 0.4476, 'grad_norm': 2.2407314777374268, 'learning_rate': 1.1042617960426181e-05, 'epoch': 5.05}                                                              
{'loss': 0.5384, 'grad_norm': 2.6897451877593994, 'learning_rate': 1.1027397260273974e-05, 'epoch': 5.06}                                                              
{'loss': 0.5423, 'grad_norm': 2.2095937728881836, 'learning_rate': 1.1012176560121765e-05, 'epoch': 5.07}                                                              
{'loss': 0.4676, 'grad_norm': 2.406259775161743, 'learning_rate': 1.099695585996956e-05, 'epoch': 5.08}                                                                
{'loss': 0.4586, 'grad_norm': 1.825945496559143, 'learning_rate': 1.0981735159817352e-05, 'epoch': 5.08}                                                               
{'loss': 0.5228, 'grad_norm': 5.575207233428955, 'learning_rate': 1.0966514459665145e-05, 'epoch': 5.09}                                                               
{'loss': 0.5632, 'grad_norm': 2.292966365814209, 'learning_rate': 1.0951293759512938e-05, 'epoch': 5.1}                                                                
{'loss': 0.4305, 'grad_norm': 1.5388529300689697, 'learning_rate': 1.0936073059360733e-05, 'epoch': 5.1}                                                               
{'loss': 0.4921, 'grad_norm': 2.061964273452759, 'learning_rate': 1.0920852359208526e-05, 'epoch': 5.11}                                                               
{'loss': 0.446, 'grad_norm': 2.9358325004577637, 'learning_rate': 1.0905631659056317e-05, 'epoch': 5.12}                                                               
{'loss': 0.5127, 'grad_norm': 2.0191760063171387, 'learning_rate': 1.089041095890411e-05, 'epoch': 5.12}                                                               
{'loss': 0.4999, 'grad_norm': 2.595980405807495, 'learning_rate': 1.0875190258751904e-05, 'epoch': 5.13}                                                               
{'loss': 0.4404, 'grad_norm': 2.0280778408050537, 'learning_rate': 1.0859969558599697e-05, 'epoch': 5.14}                                                              
{'loss': 0.4666, 'grad_norm': 2.2636919021606445, 'learning_rate': 1.084474885844749e-05, 'epoch': 5.14}                                                               
{'loss': 0.5383, 'grad_norm': 1.7225860357284546, 'learning_rate': 1.0829528158295281e-05, 'epoch': 5.15}                                                              
{'loss': 0.5314, 'grad_norm': 1.7282105684280396, 'learning_rate': 1.0814307458143075e-05, 'epoch': 5.16}                                                              
{'loss': 0.5432, 'grad_norm': 2.406827449798584, 'learning_rate': 1.0799086757990868e-05, 'epoch': 5.16}                                                               
{'loss': 0.5282, 'grad_norm': 2.8219308853149414, 'learning_rate': 1.0783866057838661e-05, 'epoch': 5.17}                                                              
{'loss': 0.3579, 'grad_norm': 1.974395513534546, 'learning_rate': 1.0768645357686454e-05, 'epoch': 5.18}                                                               
{'loss': 0.5053, 'grad_norm': 2.105720043182373, 'learning_rate': 1.0753424657534248e-05, 'epoch': 5.18}                                                               
{'loss': 0.6073, 'grad_norm': 1.9279237985610962, 'learning_rate': 1.0738203957382041e-05, 'epoch': 5.19}                                                              
{'loss': 0.3685, 'grad_norm': 1.8970707654953003, 'learning_rate': 1.0722983257229832e-05, 'epoch': 5.2}                                                               
{'loss': 0.4925, 'grad_norm': 1.8463859558105469, 'learning_rate': 1.0707762557077625e-05, 'epoch': 5.21}                                                              
{'loss': 0.5644, 'grad_norm': 2.2460358142852783, 'learning_rate': 1.069254185692542e-05, 'epoch': 5.21}                                                               
{'loss': 0.4252, 'grad_norm': 1.7213315963745117, 'learning_rate': 1.0677321156773213e-05, 'epoch': 5.22}                                                              
{'loss': 0.4936, 'grad_norm': 2.4790375232696533, 'learning_rate': 1.0662100456621006e-05, 'epoch': 5.23}                                                              
{'loss': 0.443, 'grad_norm': 2.9120876789093018, 'learning_rate': 1.0646879756468798e-05, 'epoch': 5.23}                                                               
{'loss': 0.5562, 'grad_norm': 2.2899937629699707, 'learning_rate': 1.0631659056316593e-05, 'epoch': 5.24}                                                              
{'loss': 0.4662, 'grad_norm': 2.3553388118743896, 'learning_rate': 1.0616438356164384e-05, 'epoch': 5.25}                                                              
{'loss': 0.6472, 'grad_norm': 2.438225746154785, 'learning_rate': 1.0601217656012177e-05, 'epoch': 5.25}                                                               
{'loss': 0.5949, 'grad_norm': 2.8582327365875244, 'learning_rate': 1.058599695585997e-05, 'epoch': 5.26}                                                               
{'loss': 0.5021, 'grad_norm': 2.5829124450683594, 'learning_rate': 1.0570776255707764e-05, 'epoch': 5.27}                                                              
{'loss': 0.4863, 'grad_norm': 2.591885805130005, 'learning_rate': 1.0555555555555557e-05, 'epoch': 5.27}                                                               
{'loss': 0.4487, 'grad_norm': 2.067537784576416, 'learning_rate': 1.054033485540335e-05, 'epoch': 5.28}                                                                
{'loss': 0.5026, 'grad_norm': 2.077866792678833, 'learning_rate': 1.0525114155251141e-05, 'epoch': 5.29}                                                               
{'loss': 0.4345, 'grad_norm': 1.9808197021484375, 'learning_rate': 1.0509893455098936e-05, 'epoch': 5.29}                                                              
{'loss': 0.5104, 'grad_norm': 1.8311657905578613, 'learning_rate': 1.0494672754946728e-05, 'epoch': 5.3}                                                               
{'loss': 0.5475, 'grad_norm': 2.0327839851379395, 'learning_rate': 1.0479452054794521e-05, 'epoch': 5.31}                                                              
{'loss': 0.4506, 'grad_norm': 2.067823648452759, 'learning_rate': 1.0464231354642314e-05, 'epoch': 5.32}                                                               
{'loss': 0.4626, 'grad_norm': 2.3501410484313965, 'learning_rate': 1.0449010654490109e-05, 'epoch': 5.32}                                                              
{'loss': 0.5394, 'grad_norm': 2.7408862113952637, 'learning_rate': 1.0433789954337901e-05, 'epoch': 5.33}                                                              
{'loss': 0.4552, 'grad_norm': 2.0038533210754395, 'learning_rate': 1.0418569254185693e-05, 'epoch': 5.34}                                                              
{'loss': 0.5219, 'grad_norm': 2.9795210361480713, 'learning_rate': 1.0403348554033485e-05, 'epoch': 5.34}                                                              
{'loss': 0.3938, 'grad_norm': 2.2895658016204834, 'learning_rate': 1.038812785388128e-05, 'epoch': 5.35}                                                               
{'loss': 0.5188, 'grad_norm': 2.5241100788116455, 'learning_rate': 1.0372907153729073e-05, 'epoch': 5.36}                                                              
{'loss': 0.3836, 'grad_norm': 2.9530861377716064, 'learning_rate': 1.0357686453576866e-05, 'epoch': 5.36}                                                              
{'loss': 0.4382, 'grad_norm': 2.1459221839904785, 'learning_rate': 1.0342465753424657e-05, 'epoch': 5.37}                                                              
{'loss': 0.3595, 'grad_norm': 2.208638906478882, 'learning_rate': 1.0327245053272451e-05, 'epoch': 5.38}                                                               
{'loss': 0.4417, 'grad_norm': 1.9520426988601685, 'learning_rate': 1.0312024353120244e-05, 'epoch': 5.38}                                                              
{'loss': 0.4833, 'grad_norm': 1.8171300888061523, 'learning_rate': 1.0296803652968037e-05, 'epoch': 5.39}                                                              
{'loss': 0.4848, 'grad_norm': 3.708853244781494, 'learning_rate': 1.028158295281583e-05, 'epoch': 5.4}                                                                 
{'loss': 0.511, 'grad_norm': 2.1645164489746094, 'learning_rate': 1.0266362252663624e-05, 'epoch': 5.4}                                                                
{'loss': 0.3593, 'grad_norm': 1.757405400276184, 'learning_rate': 1.0251141552511417e-05, 'epoch': 5.41}                                                               
{'loss': 0.4402, 'grad_norm': 2.2530078887939453, 'learning_rate': 1.0235920852359208e-05, 'epoch': 5.42}                                                              
{'loss': 0.4867, 'grad_norm': 2.2792627811431885, 'learning_rate': 1.0220700152207001e-05, 'epoch': 5.42}                                                              
{'loss': 0.512, 'grad_norm': 3.0959465503692627, 'learning_rate': 1.0205479452054796e-05, 'epoch': 5.43}                                                               
{'loss': 0.4378, 'grad_norm': 2.0545332431793213, 'learning_rate': 1.0190258751902589e-05, 'epoch': 5.44}                                                              
{'loss': 0.5838, 'grad_norm': 2.5923445224761963, 'learning_rate': 1.0175038051750381e-05, 'epoch': 5.45}                                                              
{'loss': 0.5257, 'grad_norm': 2.101917028427124, 'learning_rate': 1.0159817351598174e-05, 'epoch': 5.45}                                                               
{'loss': 0.3647, 'grad_norm': 1.7112313508987427, 'learning_rate': 1.0144596651445969e-05, 'epoch': 5.46}                                                              
{'loss': 0.3814, 'grad_norm': 5.719453811645508, 'learning_rate': 1.012937595129376e-05, 'epoch': 5.47}                                                                
{'loss': 0.3839, 'grad_norm': 1.78520667552948, 'learning_rate': 1.0114155251141553e-05, 'epoch': 5.47}                                                                
{'loss': 0.4422, 'grad_norm': 1.9773683547973633, 'learning_rate': 1.0098934550989346e-05, 'epoch': 5.48}                                                              
{'loss': 0.4451, 'grad_norm': 1.9822556972503662, 'learning_rate': 1.008371385083714e-05, 'epoch': 5.49}                                                               
{'loss': 0.5043, 'grad_norm': 2.5456416606903076, 'learning_rate': 1.0068493150684933e-05, 'epoch': 5.49}                                                              
{'loss': 0.5401, 'grad_norm': 2.0865683555603027, 'learning_rate': 1.0053272450532726e-05, 'epoch': 5.5}                                                               
{'loss': 0.5265, 'grad_norm': 2.2551116943359375, 'learning_rate': 1.0038051750380517e-05, 'epoch': 5.51}                                                              
{'loss': 0.4752, 'grad_norm': 2.2211692333221436, 'learning_rate': 1.0022831050228312e-05, 'epoch': 5.51}                                                              
{'loss': 0.3967, 'grad_norm': 2.2478580474853516, 'learning_rate': 1.0007610350076104e-05, 'epoch': 5.52}                                                              
{'loss': 0.4952, 'grad_norm': 2.4077653884887695, 'learning_rate': 9.992389649923897e-06, 'epoch': 5.53}                                                               
{'loss': 0.626, 'grad_norm': 2.8170483112335205, 'learning_rate': 9.97716894977169e-06, 'epoch': 5.53}                                                                 
{'loss': 0.5001, 'grad_norm': 3.029151201248169, 'learning_rate': 9.961948249619483e-06, 'epoch': 5.54}                                                                
{'loss': 0.481, 'grad_norm': 2.1083908081054688, 'learning_rate': 9.946727549467276e-06, 'epoch': 5.55}                                                                
{'loss': 0.5156, 'grad_norm': 2.116856813430786, 'learning_rate': 9.931506849315069e-06, 'epoch': 5.55}                                                                
{'loss': 0.4819, 'grad_norm': 2.5244698524475098, 'learning_rate': 9.916286149162863e-06, 'epoch': 5.56}                                                               
{'loss': 0.4475, 'grad_norm': 1.8542438745498657, 'learning_rate': 9.901065449010654e-06, 'epoch': 5.57}                                                               
{'loss': 0.4828, 'grad_norm': 1.9538488388061523, 'learning_rate': 9.885844748858449e-06, 'epoch': 5.58}                                                               
{'loss': 0.441, 'grad_norm': 1.8326910734176636, 'learning_rate': 9.870624048706242e-06, 'epoch': 5.58}                                                                
{'loss': 0.4502, 'grad_norm': 2.2106142044067383, 'learning_rate': 9.855403348554034e-06, 'epoch': 5.59}                                                               
{'loss': 0.486, 'grad_norm': 3.2523741722106934, 'learning_rate': 9.840182648401827e-06, 'epoch': 5.6}                                                                 
{'loss': 0.5104, 'grad_norm': 2.939091444015503, 'learning_rate': 9.82496194824962e-06, 'epoch': 5.6}                                                                  
{'loss': 0.7746, 'grad_norm': 2.1745874881744385, 'learning_rate': 9.809741248097413e-06, 'epoch': 5.61}                                                               
{'loss': 0.5034, 'grad_norm': 1.7371004819869995, 'learning_rate': 9.794520547945206e-06, 'epoch': 5.62}                                                               
{'loss': 0.7433, 'grad_norm': 2.4617345333099365, 'learning_rate': 9.779299847792999e-06, 'epoch': 5.62}                                                               
{'loss': 0.5918, 'grad_norm': 2.2202327251434326, 'learning_rate': 9.764079147640793e-06, 'epoch': 5.63}                                                               
{'loss': 0.5253, 'grad_norm': 2.7113254070281982, 'learning_rate': 9.748858447488584e-06, 'epoch': 5.64}                                                               
{'loss': 0.5568, 'grad_norm': 2.3497025966644287, 'learning_rate': 9.733637747336379e-06, 'epoch': 5.64}                                                               
{'loss': 0.471, 'grad_norm': 1.7892242670059204, 'learning_rate': 9.718417047184172e-06, 'epoch': 5.65}                                                                
{'loss': 0.4004, 'grad_norm': 2.5696582794189453, 'learning_rate': 9.703196347031965e-06, 'epoch': 5.66}                                                               
{'loss': 0.3894, 'grad_norm': 2.009544610977173, 'learning_rate': 9.687975646879757e-06, 'epoch': 5.66}                                                                
{'loss': 0.511, 'grad_norm': 3.6734392642974854, 'learning_rate': 9.67275494672755e-06, 'epoch': 5.67}                                                                 
{'loss': 0.6604, 'grad_norm': 2.785508155822754, 'learning_rate': 9.657534246575343e-06, 'epoch': 5.68}                                                                
{'loss': 0.4328, 'grad_norm': 1.937703013420105, 'learning_rate': 9.642313546423136e-06, 'epoch': 5.68}                                                                
{'loss': 0.5761, 'grad_norm': 2.337233781814575, 'learning_rate': 9.627092846270929e-06, 'epoch': 5.69}                                                                
{'loss': 0.366, 'grad_norm': 1.9475517272949219, 'learning_rate': 9.611872146118723e-06, 'epoch': 5.7}                                                                 
{'loss': 0.5745, 'grad_norm': 2.5602786540985107, 'learning_rate': 9.596651445966514e-06, 'epoch': 5.71}                                                               
{'loss': 0.3731, 'grad_norm': 2.1433560848236084, 'learning_rate': 9.581430745814309e-06, 'epoch': 5.71}                                                               
{'loss': 0.5185, 'grad_norm': 2.2548463344573975, 'learning_rate': 9.5662100456621e-06, 'epoch': 5.72}                                                                 
{'loss': 0.5061, 'grad_norm': 2.033863067626953, 'learning_rate': 9.550989345509895e-06, 'epoch': 5.73}                                                                
{'loss': 0.4296, 'grad_norm': 2.2744593620300293, 'learning_rate': 9.535768645357688e-06, 'epoch': 5.73}                                                               
{'loss': 0.4659, 'grad_norm': 2.4021737575531006, 'learning_rate': 9.52054794520548e-06, 'epoch': 5.74}                                                                
{'loss': 0.4856, 'grad_norm': 2.0628888607025146, 'learning_rate': 9.505327245053273e-06, 'epoch': 5.75}                                                               
{'loss': 0.5002, 'grad_norm': 1.9867351055145264, 'learning_rate': 9.490106544901066e-06, 'epoch': 5.75}                                                               
{'loss': 0.4144, 'grad_norm': 1.917624831199646, 'learning_rate': 9.474885844748859e-06, 'epoch': 5.76}                                                                
{'loss': 0.3501, 'grad_norm': 1.9805999994277954, 'learning_rate': 9.459665144596652e-06, 'epoch': 5.77}
{'loss': 0.3131, 'grad_norm': 1.8911809921264648, 'learning_rate': 9.444444444444445e-06, 'epoch': 5.77}                                                               
{'loss': 0.4257, 'grad_norm': 2.721599578857422, 'learning_rate': 9.429223744292239e-06, 'epoch': 5.78}                                                                
{'loss': 0.5606, 'grad_norm': 2.08146333694458, 'learning_rate': 9.41400304414003e-06, 'epoch': 5.79}                                                                  
{'loss': 0.5158, 'grad_norm': 2.669856548309326, 'learning_rate': 9.398782343987825e-06, 'epoch': 5.79}                                                                
{'loss': 0.5124, 'grad_norm': 2.524982452392578, 'learning_rate': 9.383561643835618e-06, 'epoch': 5.8}                                                                 
{'loss': 0.4825, 'grad_norm': 3.0261337757110596, 'learning_rate': 9.36834094368341e-06, 'epoch': 5.81}                                                                
{'loss': 0.4627, 'grad_norm': 2.136334180831909, 'learning_rate': 9.353120243531203e-06, 'epoch': 5.82}                                                                
{'loss': 0.4466, 'grad_norm': 3.081420660018921, 'learning_rate': 9.337899543378996e-06, 'epoch': 5.82}                                                                
{'loss': 0.6365, 'grad_norm': 4.021367073059082, 'learning_rate': 9.322678843226789e-06, 'epoch': 5.83}                                                                
{'loss': 0.3886, 'grad_norm': 3.054621696472168, 'learning_rate': 9.307458143074582e-06, 'epoch': 5.84}                                                                
{'loss': 0.5306, 'grad_norm': 2.4441967010498047, 'learning_rate': 9.292237442922375e-06, 'epoch': 5.84}                                                               
{'loss': 0.3967, 'grad_norm': 2.2864012718200684, 'learning_rate': 9.27701674277017e-06, 'epoch': 5.85}                                                                
{'loss': 0.4514, 'grad_norm': 2.1783647537231445, 'learning_rate': 9.26179604261796e-06, 'epoch': 5.86}                                                                
{'loss': 0.5344, 'grad_norm': 2.0196948051452637, 'learning_rate': 9.246575342465755e-06, 'epoch': 5.86}                                                               
{'loss': 0.4855, 'grad_norm': 2.295412063598633, 'learning_rate': 9.231354642313548e-06, 'epoch': 5.87}                                                                
{'loss': 0.337, 'grad_norm': 4.2573041915893555, 'learning_rate': 9.21613394216134e-06, 'epoch': 5.88}                                                                 
{'loss': 0.5703, 'grad_norm': 1.9985668659210205, 'learning_rate': 9.200913242009133e-06, 'epoch': 5.88}                                                               
{'loss': 0.5114, 'grad_norm': 2.3471250534057617, 'learning_rate': 9.185692541856926e-06, 'epoch': 5.89}                                                               
{'loss': 0.4515, 'grad_norm': 2.265453338623047, 'learning_rate': 9.170471841704719e-06, 'epoch': 5.9}                                                                 
{'loss': 0.3966, 'grad_norm': 2.2128219604492188, 'learning_rate': 9.155251141552512e-06, 'epoch': 5.9}                                                                
{'loss': 0.6232, 'grad_norm': 1.898578405380249, 'learning_rate': 9.140030441400305e-06, 'epoch': 5.91}                                                                
{'loss': 0.5141, 'grad_norm': 2.171509265899658, 'learning_rate': 9.1248097412481e-06, 'epoch': 5.92}                                                                  
{'loss': 0.4086, 'grad_norm': 2.2643356323242188, 'learning_rate': 9.10958904109589e-06, 'epoch': 5.92}                                                                
{'loss': 0.4792, 'grad_norm': 1.8290174007415771, 'learning_rate': 9.094368340943685e-06, 'epoch': 5.93}                                                               
{'loss': 0.4109, 'grad_norm': 2.015436887741089, 'learning_rate': 9.079147640791476e-06, 'epoch': 5.94}                                                                
{'loss': 0.4224, 'grad_norm': 2.319281816482544, 'learning_rate': 9.06392694063927e-06, 'epoch': 5.95}                                                                 
{'loss': 0.4841, 'grad_norm': 2.0124855041503906, 'learning_rate': 9.048706240487063e-06, 'epoch': 5.95}                                                               
{'loss': 0.4137, 'grad_norm': 2.3208937644958496, 'learning_rate': 9.033485540334856e-06, 'epoch': 5.96}                                                               
{'loss': 0.5124, 'grad_norm': 3.1819980144500732, 'learning_rate': 9.01826484018265e-06, 'epoch': 5.97}                                                                
{'loss': 0.5945, 'grad_norm': 2.744318962097168, 'learning_rate': 9.003044140030442e-06, 'epoch': 5.97}                                                                
{'loss': 0.4647, 'grad_norm': 2.1507394313812256, 'learning_rate': 8.987823439878235e-06, 'epoch': 5.98}                                                               
{'loss': 0.4571, 'grad_norm': 2.878756523132324, 'learning_rate': 8.972602739726028e-06, 'epoch': 5.99}                                                                
{'loss': 0.4641, 'grad_norm': 2.2381927967071533, 'learning_rate': 8.95738203957382e-06, 'epoch': 5.99}                                                                
{'loss': 0.6223, 'grad_norm': 2.363842725753784, 'learning_rate': 8.942161339421615e-06, 'epoch': 6.0}                                                                 
{'eval_loss': 0.5167670249938965, 'eval_accuracy': 0.8693240813432269, 'eval_runtime': 478.4116, 'eval_samples_per_second': 2.676, 'eval_steps_per_second': 0.334, 'epoch': 6.0}
{'loss': 0.4342, 'grad_norm': 2.4222726821899414, 'learning_rate': 8.926940639269406e-06, 'epoch': 6.01}                                                               
{'loss': 0.3607, 'grad_norm': 2.37906551361084, 'learning_rate': 8.9117199391172e-06, 'epoch': 6.01}
{'loss': 0.4506, 'grad_norm': 2.0973496437072754, 'learning_rate': 8.896499238964994e-06, 'epoch': 6.02}                                                               
{'loss': 0.4232, 'grad_norm': 1.790263056755066, 'learning_rate': 8.881278538812786e-06, 'epoch': 6.03}                                                                
{'loss': 0.3771, 'grad_norm': 1.2146857976913452, 'learning_rate': 8.86605783866058e-06, 'epoch': 6.03}                                                                
{'loss': 0.5086, 'grad_norm': 2.62737774848938, 'learning_rate': 8.850837138508372e-06, 'epoch': 6.04}                                                                 
{'loss': 0.4671, 'grad_norm': 2.2862064838409424, 'learning_rate': 8.835616438356165e-06, 'epoch': 6.05}                                                               
{'loss': 0.5424, 'grad_norm': 2.1527345180511475, 'learning_rate': 8.820395738203958e-06, 'epoch': 6.05}                                                               
